Gene	Foe	Friend	logodds
A225_4443	1.55313598729727	1.63840203661999	-0.0534419437505681
Rv0440	0.593512532607463	0.847840986977382	-0.356584238028301
groEL	7.07587614834978	9.56623910702046	-0.301545188316691
CT396	0.94510604514007	1.03505336336042	-0.0909019309697976
clpE	1.20494499262788	1.22618231665524	-0.017470181075382
htpB	3.43745037994783	4.38392245177715	-0.243207552062018
eno	2.61052512192356	3.42064036032508	-0.270267304301271
SSU98_1513	0.491777248497221	0.672574170175267	-0.313031876613383
sigE	0.947714642168538	2.47811612650543	-0.961135318508636
amoA	0.0578428036747193	0.0654068344267111	-0.1226980991428
dhbC	0.20108880571623	0.128659551551944	0.446297075481113
cbsC	0.027106725643643	0.0515029863898952	-0.640115337538864
pmsC	0.0117953952591584	0.0210516009008127	-0.575564223117605
entC	0.273335601678575	0.249192206011946	0.0924404075443871
A79E_3629	0.0149710785981626	0.0238911191618525	-0.464906144329113
A225_1608	0.0199614381308835	0.0206599432096348	-0.0342258512933751
KOX_13950	0.0212090280140637	0.0206599432096348	0.0261055106144682
KPHS_14460	0.0150844958602699	0.021737001860374	-0.363330965901821
N559_3716	0.0176930928887377	0.0210516009008127	-0.172905253305064
KPN2242_05915	0.0147442440739481	0.0208557720552237	-0.344801938520373
sapD	0.0357264375637972	0.00293743268383433	2.4676734535801
Fphi_1039	1.25280707723716	1.18358954273965	0.056830221383516
OOM_0626	1.24895089032551	1.17448350141976	0.0614703572885941
FN3523_1640	1.25303391176137	1.19249975521394	0.0495119506647976
F7308_0636	1.22105024384711	1.17340644276902	0.0397970108820603
tufA	2.50459339911535	2.38078919024772	0.0506923042265713
tuf	11.8230690711126	12.0292764124155	-0.0172906056352454
hasD	0.838153566972893	1.29119749339078	-0.432082160100282
mlr6326	0.156629238970171	0.111230784294527	0.342013915491576
mmpL3	1.96019054100034	0.656516204836972	1.09374829175783
ctpV	22.2616536236815	30.0016645451875	-0.298386076219737
ctpC	5.89781104684133	7.92685792617253	-0.295671117819812
FN3523_0021	0.919700578428037	1.05218838734946	-0.134565604223216
carB	5.33356016785755	6.18750611965142	-0.148510565231144
F7308_0021	0.870704321197686	1.01928914129051	-0.157541554110765
FNFX1_0026	0.913802880798458	1.04513854890825	-0.134276106338696
OOM_0012	0.906657593285698	1.04102614315089	-0.138183083944986
fatC	0.0258591357604627	0.0124351316948987	0.727988362352622
fatD	0.103323125779744	0.0498384412023891	0.728037519687283
fhuC	0.156742656232279	0.151473612063057	0.0341717180682369
vctC	0.800045366904843	0.724566728679134	0.0990815552051433
fatB	0.0241578768288534	0.0118476451581318	0.708207181264183
bauE	3.87319950096405	4.68706550474885	-0.190721301736801
vctD	0.393898151298628	0.177323019680799	0.797809394246702
bauD	0.307020528524441	0.159698423577793	0.653327103282871
eccC4	2.75535896563457	2.59659257808675	0.0593454725376492
rfbB.1	0.107746399001928	0.0817585430333888	0.275715310696394
rmlB	1.52534875808098	2.27347498286498	-0.399064840620781
STER_1222	0.11228308948622	0.0817585430333888	0.316920804097018
regX3	17.8576613360553	17.3623812787624	0.0281265926434624
rmlA	1.76715436089373	2.44883971408989	-0.326228027444031
hemL	1.03788136554384	1.3226280231078	-0.242418455804321
STER_1224	0.16842463422933	0.25673161656712	-0.421338745397331
cps2L	0.172847907451514	0.24361108391266	-0.34299300523156
fbpC	15.0064647839401	18.4607852736708	-0.207166426621968
hitC	11.9135760462742	13.9163810829335	-0.155386839357692
rfbA.1	0.199047294998299	0.267991775188485	-0.297284639822919
purC	1.65589202676647	3.6081464799765	-0.778821673519455
phoR	2.63196098446184	6.07872319592676	-0.837043940359822
panC	2.95758194397187	4.51297366102027	-0.422572608179666
ndk	2.13553362821821	2.84079114853618	-0.285354403632276
clpP	0.382102756039469	0.457162440027416	-0.179306250316621
narG	10.0344788476806	4.27171252325468	0.853998797335877
narH	1.14914369967109	1.30089102124743	-0.124022224515597
barA	0.53374163547692	0.608244394399295	-0.130641927557911
PMI0230	0.19144833843711	0.257514931949476	-0.29632576138738
bfmR	0.924010434388114	0.655047488495055	0.343971198673614
VP1611	0.181013950323239	0.0404386566141193	1.49687038979185
allB	0.0796189179993195	0.132478214040928	-0.50866584317925
pK2044_00110	0.576386526029262	0.792715166944091	-0.318638146276732
fagD	0.0546671203357151	0.0672672084598061	-0.207068358148675
pld	0.183735964613814	0.209536864780182	-0.131332955240927
katA	3.88034478847681	3.30686380103789	0.159919295493893
hmuT	0.06702960190541	0.0316263585626163	0.749477271952863
hmuU	1.06771010547805	1.19426221482424	-0.112002410595155
htaA	0.00998071906544176	0.00039165769117791	3.02059715023058
CPn0134	0.631847567199728	0.846372270635465	-0.292271015956688
leuD	3.36463649767495	3.82003329090375	-0.126935661669003
clpV2	0.366791425654985	0.408498971898561	-0.10766820484164
clpV	2.69263921968924	3.27543327132087	-0.195921713986353
A79E_2833	0.425314732902348	0.343777538431411	0.212778934162264
clpV.tssH	0.638652602926165	0.58298247331832	0.0911885765275516
N559_2925	0.565838720653283	0.499167727406247	0.125343325204686
EcE24377A_3129	0.608937280254055	0.53510232057182	0.129234636659059
KPN_01328	0.681751162526937	0.642318613531773	0.0595712600623529
KP1_2399	0.415560848361121	0.334867325957113	0.21583666677469
Kvar_2969	0.766587274583192	0.670615881719377	0.133733370634467
KPR_2384	0.413746172167404	0.383530794085969	0.0758137236240573
tssH.5.clpV	0.261199954633095	0.397826299813963	-0.420597812883797
LF82_432	0.636270840421912	0.554195633016743	0.138083297818271
ECNA114_2860	0.590336849268459	0.483011847645158	0.200614489942965
spaC	0.0221163661109221	9.79144227944776e-05	4.72074977929964
ureB	1.15265963479642	1.30157642220699	-0.121494239081878
srtA	0.637064761256663	0.0730441594046803	2.16459599383526
spaI	0.000793920834751049	0	2.19044703353188
ureG	0.356470454803221	0.571526485851366	-0.471953931811384
srtC	0.425541567426562	0.113384901596005	1.3219277985969
srtC1	0.062379494159011	0.0273181239596593	0.823634156343524
Rv0205	0.02052852444142	0.0484676392832664	-0.856282651124986
ciuE	0.0517182715209255	0.00254577499265642	2.97477879384633
ciuC	0.0969717591017353	0.0359345931655733	0.990971091218899
ciuB	0.00771237382329591	0.00215411730147851	1.24295040857822
ciuD	1.39979584892821	2.40898854401253	-0.542850638231517
ciuA	0.00725870477486673	0.00254577499265642	1.0229199102905
viuC	0.39004196438698	0.502986389895232	-0.254251220510876
pvuE	0.664284904162413	0.859884460981102	-0.258052663984481
recN	3.07372122036974	4.43806912758249	-0.367320447953741
cbrD	1.23772258137689	1.44619602467443	-0.155651969164802
tox	0.00827946013383237	9.79144227944776e-05	3.74570403907352
rtxE	1.53249404559374	1.96475080779399	-0.248454563271952
A225_2990	0.30373142792333	0.414961323802996	-0.311953243317341
KOX_20620	0.259838947487808	0.39645549789484	-0.422369214663022
phoP	4.861517522967	7.53108782923725	-0.437681569423162
pvdH	6.54576386526029	8.62224615685891	-0.275523844379375
ascF	0.555404332539412	0.749436992068932	-0.299579263586905
pdtorfM	0.474424407394806	0.698913149906981	-0.387356499651642
argD	0.342520131564024	0.457260354450211	-0.288849256650892
Fphi_1798	0.104457298400817	0.174679330265348	-0.513788977126197
F7308_1318	0.104343881138709	0.171350239890336	-0.495643173532842
fslD	0.0291482363615742	0.0309409576030549	-0.0594882689237972
FTM_0089	0.0281274810026086	0.0295701556839322	-0.0498456744101339
FTA_1943	0.0281274810026086	0.0299618133751102	-0.0629597006297134
fadD26	0.484745378246569	0.326348771173994	0.395556998951835
fadD29	0.39673358285131	0.273083325173798	0.373373915432426
dtxR	0.0318702506521493	0.154215215901302	-1.57419156368806
cbuG	0.0242712940909606	0.0188974835993342	0.249099439776248
cbuC	0.326528297606896	0.383922451777147	-0.161878199255628
A225_1602	0.0233639559941023	0.0178204249485949	0.269524335294057
fepG	0.125439491890666	0.0921374718496034	0.308253918301512
A225_1601	0.43109901326982	0.638010378928816	-0.391941544849225
N559_3719	0.0554610411704661	0.0330950749045334	0.515080738610728
KOX_13910	0.440626063286832	0.627337706844218	-0.35322088336215
KPN2242_05895	0.016672337529772	0.0144913345735827	0.139303123552054
Kvar_3761	0.0175796756266304	0.0140996768824048	0.219196500543049
fepC	2.87637518430305	4.35063154802702	-0.413778352683209
mprA	12.6199387546785	18.5381376676784	-0.384549571936808
OOM_1046	0.378813655438358	0.310878292372466	0.197585246766963
Fphi_0366	0.377906317341499	0.313717810633506	0.186098311421024
F7308_1862	0.370647612566633	0.308822089493782	0.182432433982521
pafA	0.652262674379041	0.820718691863311	-0.229701590570057
mpa	4.7496881025292	11.457847840987	-0.880583616726636
sagA	0.0724736304865601	0.0444531479486928	0.487918826967017
Kvar_3762	0.401610525121924	0.557524723391756	-0.327954454930604
orbC	0.177951684246342	0.478214040928229	-0.988193637077992
plr.gapA	8.01168197799705	6.78860276118672	0.165653333554501
MG_301	0.516161959850289	0.475766180358367	0.0814776297820952
carA	0.851083134853125	1.16263585626163	-0.311903698975828
pknG	1.50039696041738	2.04014491334574	-0.307273496028614
phzC1	0.223205171827152	0.31117203564085	-0.332127923042828
phzC2	0.0727004650107746	0.102418486243024	-0.342320793214303
ppkA	1.37382329590564	5.13159698423578	-1.31776603378335
pkn5	0.642055120789384	3.37697052775874	-1.65993400923351
PLES_19131	0.151412044913236	0.27641241554881	-0.601590596314732
BCAM2044	0.139616649654077	0.273964554978948	-0.673747240100376
wbmI	0.129976182374957	0.263193968471556	-0.705150861718979
FN3523_1485	0.0873312918226154	0.226573974346421	-0.952659500154894
wbmC	0.159351253260746	0.392049348869088	-0.899904505921174
phzH	0.281501644550301	0.677371976892196	-0.877874725088451
Fphi_1471	0.123057729386413	0.177225105258005	-0.364518914080596
fxuB	0.286945673131451	0.346910799960834	-0.189714560339903
KPN2242_09780	0.273335601678575	0.192695584059532	0.349435656436597
sapA	0.0395826244754452	0.000587486536766866	4.05562645376141
sdrF	0.105024384711353	0.0167433662978557	1.83118737759228
sdrI	0.0673698536917319	0.00910604131988642	1.99182095239353
sdrD	0.486446637178179	0.118574366004112	1.41094943754308
sdrE	0.664171486900306	0.113776559287183	1.76357588326895
cshB	0.0615855733242599	0.00156663076471164	3.61124600150624
cshA	0.227174776000907	0.00558112209928522	3.68901098650813
srtB	0.399001928093456	0.311759522177617	0.246664006160585
srtE	0.121810139503232	0.0208557720552237	1.76087008770657
gbs0630	0.0621526596347964	0.0182120826397728	1.2236401639737
srtD	0.171600317568334	0.0604131988641927	1.042889113168
SAK_0778	0.0616989905863672	0.0178204249485949	1.23794590986143
srtC2	0.0605648179652943	0.0187995691765397	1.16622479793112
srtC.1.srtB	0.0797323352614268	0.0224224028199354	1.2654181314252
SAN_1517	0.0685040263128048	0.0224224028199354	1.11384073088101
srtC.2.srtC	0.0571623001020755	0.017624596103006	1.17268918299799
SAG1406	0.0788249971645684	0.0197787134044845	1.37884851746857
srtC3	0.0734943858455257	0.0191912268677176	1.33891831742798
clpV1	5.36463649767495	5.15000489572114	0.0408301772418198
EC042_4530	0.680163320857434	0.527073337902673	0.254950550881283
EC55989_3334	0.695701485766134	0.535787721531382	0.261139733677604
PSPA7_0144	0.199387546784621	0.397042984431607	-0.68854456589121
tagT	0.168764886015652	0.363066679721923	-0.765762997536925
PA14_00860	0.158670749688103	0.337119357681386	-0.75327229567339
aatC	0.753997958489282	1.07255458729071	-0.352369499759291
Psyr_2628	0.118747873426335	0.230294722412611	-0.66194972163903
PSPTO_2875	0.0636270840421912	0.168216978360913	-0.971239324224776
PFL_6077	0.0910740614721561	0.174483501419759	-0.64963270240944
mbtI	0.782805943064534	1.28796631743856	-0.497884829058057
trpD	3.92956788023137	5.40928228728092	-0.319579993076063
B565_1123	0.243053192695928	0.379516302751395	-0.445469345673811
ASA_1361	0.24464103436543	0.375012239302849	-0.427024637061811
AHA_1389	0.24634229329704	0.371878977773426	-0.411709479510143
sigM	0.47170239310423	0.692646626848135	-0.384104075265586
algU	0.865827378927073	1.52188387349457	-0.563968895769756
sigH	1.41873653170012	2.65406834426711	-0.626294172398569
phuV	0.294317795168425	0.501713502398903	-0.533228710926688
pbtD	0.290575025518884	0.332419465387252	-0.134492508553935
pbtC	0.00964046727911988	0.00391657691177911	0.885859066368922
sodC	0.330838153566973	0.0598257123274258	1.70882584345696
sbnA	0.246682545083362	0.277097816508372	-0.116223825746553
lirB	0.191902007485539	0.270145892489964	-0.341826429849787
slrA	0.559147102188953	0.634485459708215	-0.126380547601625
Rv1837c	0.108993988885108	0.185156173504357	-0.529529794854563
MULP_01912	0.0339117613700805	0.0298638989523157	0.126713098671101
MMAR_1757	0.0340251786321878	0.0297659845295212	0.133315296495691
MUL_2000	0.0337983441079732	0.0283951826103985	0.173631125047779
BN45_51366	0.0343654304185097	0.032997160481739	0.0405093121750265
BN42_40953	0.0341385958942951	0.0317242729854108	0.0731242426248646
Mb2977	0.0345922649427243	0.0325075883677666	0.0619717164879111
MRGA423_18345	0.0345922649427243	0.0317242729854108	0.0862874497429868
MCAN_29731	0.0341385958942951	0.0320180162537942	0.0639364159685025
MLBr_00129	0.0336849268458659	0.0300597277979046	0.113507233886763
I917_20735	0.0324373369626857	0.0280035249192206	0.146493249119358
J113_20560	0.0254054667120336	0.0172329384118281	0.386284164331385
yhcA	0.144266757400476	0.132184470772545	0.0874023027086993
pppA	0.156856073494386	0.62890433760893	-1.38817217317554
stp	0.656685947601225	0.968863213551356	-0.388868485197341
stp1	0.0215492798003856	0.0917458141584255	-1.44513904971748
iap.cwhA	0.860156515821708	1.21267012630961	-0.343431763600146
entB	0.263808551661563	0.152648585136591	0.546809312515719
exiT	0.0428717250765566	0.131694898658572	-1.12070457309976
hisF	0.157990246115459	0.357191814354254	-0.815386807126251
acsF	0.444141998412158	0.672084598061294	-0.414163546876227
FN3523_0045	0.371781785187706	0.383628708508763	-0.0313597926325182
feoB	3.51185210389021	3.71379614217174	-0.0559094608300565
FNFX1_0056	0.367245094703414	0.378928816214628	-0.031310515639659
NE061598_01420	0.361801066122264	0.378341329677862	-0.0446901769382244
Fphi_1096	0.372802540546671	0.368451972975619	0.0117353591383387
OOM_0684	0.364636497674946	0.3616958778028	0.00809498937510806
F7308_0693	0.384938187592152	0.371389405659454	0.0358221719091596
NT01CX_2305	0.0919813995690144	0.0798002545774993	0.141893924819201
CD1546	0.0471815810366338	0.0458239498678155	0.0291340478025596
CLK_1056	0.0878983781331519	0.0755899343973367	0.15067319941085
GBAA5701	0.0847226947941477	0.054538333496524	0.439827419181714
CBO1589	0.0874447090847227	0.0772544795848428	0.12375113530877
CLD_2963	0.085630032891006	0.0759815920885146	0.119396861825291
BT9727_5132	0.0497901780651015	0.0411240575736806	0.190802143389923
BCZK5147	0.0772371554950664	0.0516988152354842	0.400807229179996
BALH_4959	0.0740614721560622	0.0469010085185548	0.456075712818723
BC5449	0.0544402858115005	0.0513071575443063	0.0591622032040259
BCE_5590	0.053873199500964	0.0503280133163615	0.0679407773904071
CAC0882	0.0385618691164795	0.0508175854303339	-0.275354533512509
F7308_0432	0.337756606555518	0.301086850093019	0.114890727924385
FN3523_0383	0.335828513099694	0.29717027318124	0.122256642989787
KPR_1714	0.252126573664512	0.345344169196123	-0.314503250522689
N559_3720	0.343427469660882	0.509644570645256	-0.394642680017482
KPN2242_05890	0.452421458545991	0.672476255752472	-0.396280312284492
sadH	2.45162753771124	4.44453147948693	-0.594904065265521
dhbA	0.661222638085517	1.89621071183785	-1.05342372014391
wbtH	0.354202109561075	0.96063840203662	-0.99755219157144
mgtB	8.71362141317909	6.7286791344365	0.25850523642909
FNFX1_0825	0.281388227288193	0.228532262802311	0.207975751827774
bioA	1.11999546330952	0.856065798492118	0.268705148541088
FTW_0832	0.290575025518884	0.219622050328013	0.279842552366291
NE061598_05375	0.248950890325508	0.208459806129443	0.177431414341993
FTL_1271	0.250311897470795	0.19768921962205	0.235905235660048
FTA_1344	0.227288193263015	0.181043767746989	0.227367646477656
pdtorfO	0.212430531926959	0.544306276314501	-0.940610141876763
fadE14	0.709992060791652	1.33995887594243	-0.635074204533547
clbF	0.300442327322218	0.681876040340742	-0.819405925391668
fadE29	4.75955540433254	7.60883188093606	-0.469147533146182
capA	0.152659634796416	0.168804464897679	-0.100467586966543
cmaA2	0.984235000567086	0.544991677274063	0.591012291145431
mmaA4	0.867415220596575	0.538333496524038	0.476969065687495
pcaA	2.18906657593286	1.37608929795359	0.464202611226408
farB	6.05421345128729	3.94653872515422	0.427906724169759
tadA	0.620505840988999	1.25252129638696	-0.702297507880967
flpF	0.607916524895089	1.24811514736121	-0.719267867089612
lvhB11	0.160145174095497	0.211984725350044	-0.280280862213009
virB11	0.790858568674152	1.13610104768432	-0.362199974236204
virB	0.11477826925258	0.104866346812886	0.090233247247757
rvhB11	0.818645797890439	1.86566141192598	-0.823650857939484
dhbE	0.489508903255075	0.402722020953686	0.195112086739374
Cthe_0827	0.11058183055461	0.172427298541075	-0.443895782417449
hlyD	0.29284337076103	0.302947224126114	-0.0339093320827759
CPF_2072	0.103096291255529	0.170469010085186	-0.502507051111374
Cbei_1707	0.0927753204037655	0.17144815431313	-0.613606057490088
CAC2076	0.09300215492798	0.170958582199158	-0.608308753398307
CLL_A2400	0.092208234093229	0.165181631254284	-0.582517527323096
CLK_1270	0.110922082340932	0.173700186037403	-0.448177161706761
CLI_1944	0.106952478167177	0.167139919710173	-0.44611026200972
NT01CX_1984	0.0899398888510831	0.163712914912367	-0.598472232331216
CBO1880	0.107859816264035	0.169587780280035	-0.452201075610176
hspX	0.0536463649767495	0.123959659257809	-0.83648653656797
adhD	3.36225473517069	3.67492411632233	-0.0889181523493257
mrsA.glmM	2.51105818305546	2.77234896700284	-0.0989869589900893
algC	2.0512646024725	4.88220894937824	-0.867113021891655
tig.ropA	4.02211636611092	2.91520610985998	0.321858259307259
hemB	0.258024271294091	0.376970527758739	-0.378991105596979
nrpB	0.720766700691845	0.613042201116224	0.16185735428992
sugA	0.753090620392424	3.06501517673553	-1.40352208202341
sugB	1.12532607462856	3.19396847155586	-1.04313379016136
dfoC	0.0586367245094703	0.0380887104670518	0.430525227272922
ugd	0.92627877963026	1.29942230490551	-0.338468817870421
BJAB07104_00096	0.183962799138029	0.343483795163028	-0.624154028031569
C8J_1345	0.0950436656459113	0.252619210809752	-0.976891014475046
essC	1.25462175343087	1.23714873200822	0.0140236875862371
bplD	0.128501757967563	0.352981494174092	-1.00997841021848
wbpI	0.0533061131904276	0.127680407323999	-0.872388004231319
chuC	0.52954519677895	0.53138157250563	-0.00346118411695881
wbmM	0.119314959736872	0.255752472339176	-0.761996514402545
hspR	0.027106725643643	0.0199745422500734	0.304011751463093
fpuB	0.173755245548372	0.067854694996573	0.939381797756961
eccA3	0.325394124985823	0.976794281797709	-1.09903402693853
fxuC	0.0496767608029942	0.0337804758640948	0.384709309312451
cbuD	0.0411704661449473	0.0455302065994321	-0.100422783931699
EFAU085_00344	0.21866848134286	0.161069225496916	0.30555910478871
EFAU004_00405	0.218441646818646	0.161950455302066	0.299068860439126
A79E_1709	0.298514233866394	0.355331440321159	-0.174179823770207
A225_2989	0.14789610978791	0.209145207089004	-0.346320815715486
KOX_20615	0.163094022910287	0.259473220405366	-0.464099004829573
KPHS_34630	0.186911647952818	0.237540389699403	-0.239587659926642
wecC	0.566292389701713	0.351219034563791	0.477592365008188
orfH	0.199727798570942	0.12268677176148	0.487006700424612
BT9727_4949	0.0601111489168651	0.149711152452756	-0.911517984139921
capO	0.171146648519905	0.379418388328601	-0.795798143491494
cap8O	0.0612453215379381	0.13776559287183	-0.809760336149737
cap5O	0.050357264375638	0.124155488103398	-0.90121310582525
wbpA	0.0495633435408869	0.162537941838833	-1.18625940806923
senX3	1.53952591584439	4.59737589346911	-1.09396795895439
lisR	0.676647385732108	0.517086066777636	0.268895358696191
endoS	0.17636384257684	0.00391657691177911	3.78268597206179
argK	0.260292616536237	0.215313815725056	0.189629653095137
gnd	1.41397300669162	1.26378145500832	0.112286691733324
A225_3882	0.35987297266644	0.320473905806325	0.115916107588007
KOX_25145	0.354655778609504	0.314109468324684	0.121369745078367
KPN2242_15550	0.355563116706363	0.316753157740135	0.115545539678579
Kvar_1562	0.359192469093796	0.324782140409282	0.100674262296813
evpH	0.480208687762277	0.520708900421032	-0.0809541839436549
tssH.clpV.bscF	0.285130996937734	0.288455889552531	-0.0115894242555097
hurI	0.0427583078144494	0.019876627827279	0.763336526006175
F7308_0022	0.286832255869343	0.391951434446294	-0.312146895875155
Fphi_0805	0.281501644550301	0.389307745030843	-0.324133518104004
FN3523_0022	0.276397867755472	0.388230686380104	-0.339654151740677
OOM_0013	0.263695134399456	0.374228923920494	-0.349962090790519
chuU	1.93728025405467	2.2624106530892	-0.155138429152056
hemU	0.23375297720313	0.273572897287771	-0.157240972373329
IlpA	0.338323692866054	0.130030353471066	0.955761972583882
CLD_2757	0.10513780197346	0.168902379320474	-0.473690223536373
